,Date Created,Number of Likes,Tweets
2264,2022-10-03 05:24:11+00:00,0,@Evilinside88 @FaktaSepakbola Seenggaknya ada di pihak netral (pemerintah) kalau sambo kan yang ambil alih polisi (kawan sendiri)
2265,2022-10-03 05:24:07+00:00,1,"Setelah kasus sambo, sorotan media asing thd polisi ttg penggunaan gas air mata di Kanjuruhan  ...  membuat citra buruk https://t.co/p6tzeEcwtl"
2266,2022-10-03 05:22:45+00:00,0,"@meelleerr @DriyunRs @fkfqwtf @AremaFC @DivHumas_Polri @PSSI Lo kayak orang baru lahir aja.
Gak pernah dengar ta kebrutalan wereng coklat?
Lha wong kepala polisinya polisi aja bengis (sambo).
Tapi pada tiarap sama OPM, karena takut ditembak ganti.
Giliran rakyat yg gak bawa senjata, dihadapi dgn brutal.
#KanjuruhanDisaster"
2267,2022-10-03 05:16:36+00:00,0,@nixies_ @MataNajwa Polisi yang tidak punya otak .kenapa gas air mata di tembakkan ke tribun. Bahaya  SAMBO.wkwkw
2268,2022-10-03 05:15:58+00:00,0,"@msaid_didu Polisi ko jadi sejahat itu ya,  dari Kasus sambo  saja sdh jelas dan melelahkan,  penanganan kukum yg amburadul, Semakin kesini smakin kacau"
2269,2022-10-03 05:14:07+00:00,1,[Daftar] Sifat Asli Rizky Billar Terbongkar Setelah Lesti Lapor Polisi Hingga Istri Ferdy Sambo Sah Ditahan! https://t.co/ffNjr20f55 #Video #lapor #anehtapinyata #asli
2270,2022-10-03 05:00:45+00:00,97,@athya_ Mentang2 hbs ada kasus sambo kalian nyalahin polisi. Kita liat dulu kasusnya seperti apa? kenapa polisi sampai mengeluarkan gas air mata yg sebenarnya tidak diperbolehkan? dan kenapa suporter overload padahal tanpa bonek disana? &amp; kenapa jadwal tidak mau dimajukan ? tunggu saja.
2271,2022-10-03 04:55:37+00:00,1,"@DivHumas_Polri Yakin ?? Akan usut??
Kasus sambo polisi tembak polisi blm kelar smp hr ini.
Skrng polisi tembak gas air mata korban sipil. Sm"" pelaku polisi, yg usut polisi penyidik polisi. Yakin akan netral"
2272,2022-10-03 04:48:23+00:00,0,"Mundur aja pak. Citra kamu udah buruk habis kasus Sambo, citra polisi makin buruk gara2 ini, masih tanggapanmu kaya gini. https://t.co/ymh1CSuzQS"
2273,2022-10-03 04:48:14+00:00,0,Kasus sambo gimana ya kabarnya? Ketutup kasus kanjuruhan. Yang sambo pelakunya oknum polisi nah yang kanjuruan?
2274,2022-10-03 04:46:16+00:00,112,"Jangan mau !
Cari lingkungan baik yg bisa jadi teladan, berguna utk klg, agama &amp; bangsa

Lingkungan polisi buruk &amp; jelek!
Klo tak kuat iman, moral &amp; etika: paling buruk jd spt polantas kang palak &amp; intimidasi org

Lbh buruk spt Sambo, Fadil Imran, Iwan Bule, Tito
Kejam spt brimob https://t.co/Kicf5wfS8I https://t.co/cKXfMrIxwa"
2275,2022-10-03 04:45:03+00:00,4,"@ferdianshy @yaafiii @joseagush @nuicemedia Penegak hukum khusus nya polisi lohh? Pernah? Pernah liat klien habis digebukin sm si oknum nya ga?  Permainan pemerasan status tersangka? Rekayasa kasus? Intimidasi?  Nista nya disitu yg mengalami pun banyak. Belum lagi kasus yg publik tau seperti sambo, pungli, dsb."
2276,2022-10-03 04:45:01+00:00,0,@AREAJULID Jangan jadi sambo jadi polisi jujur insyah allah amanah
2277,2022-10-03 04:41:46+00:00,2,"@kmzputra @muhajica @Laundry_89 @tribunkultur_ @Bandungboys_ Mau percaya statmen polisi tp gimna ya kasus sambo aja kalo gak ada kejanggalan gak bakal keungkap, eh gak taunya kasus semua orang² dlmnya."
2278,2022-10-03 04:36:12+00:00,1,"@Luckyoshi_ @msaid_didu Akun mau ngetroll tp minim empati, polisi itu bisa salah bisa benar, Sambo aja di proses apalagi cm pengamanan begini yg masuk polri via jual sawah bapak"
2279,2022-10-03 04:35:59+00:00,0,OALAH POLISI INI SEMAKIN KESINI KOK SEMAKIN PE A SI😂 MAU BILANG OKNUM TAPI OKNUMNYA UDAH KEBANYAKAN ANJIR. ASTAGHFIRULLAH. MENDING BEBENAH DEH LU PADA. SAMBO AJA BELUM KELAR2 PANTAS AJA ANAK BUAHNYA BEGINI😂🙏🏻 https://t.co/J9gltwOcgm
2280,2022-10-03 04:34:50+00:00,105,"Kalau masih ada Sambo, bisa jadi malah CCTV stadionnya yg hilang, supporter dituduh menembakkan gas air mata pada polisi, Kanjuruhan diratakan dgn tanah, supporter dituduh lecehkan harkat/martabat aparat wanita, atau kalau perlu kejadian dipindah ke kota lain 😷"
2281,2022-10-03 04:34:14+00:00,0,@DivHumas_Polri Wajib di usut tuntas krn ini kejadian gak wajar 100 lebih nyawa melanyang. kita dukung pak jendral sigit prabowo apa lagi dgn kasus sambo jgn di beri peluang bebas para kriminal berkedok seragam polisi kita
2282,2022-10-03 04:28:47+00:00,1,"@papa_loren Sambo lado ada dimana2
Y pintar cm polisi doang
Masyarakat Bodoh semua 
Membagong kan"
2283,2022-10-03 04:27:38+00:00,0,@MataNajwa Apa semua ini hanya peralihan isu saja.. dan sepak bola jadi korbannya.. sementara oknum polisi bisa mencari cara intuk menghilangkan khasus Sambo??
2284,2022-10-03 04:27:11+00:00,0,"Sambo, pungli, konsorsium 303, polisi2 cabuli istri tersangka narkoba, polisi cabuli anak tiri, polisi tembak polisi, de el el.

Sekarang cepek jigo lebih penonton bola wafat yg konon di picu gas air mata yg dilontarkan polisi.....

Ada apa dgn polri ???

#KanjuruhanBerdukaCita"
2285,2022-10-03 04:25:18+00:00,2,Oh ini pembasmi manusia masal bukan hanya nyamuk robot vaksin aja tapi dengan gas air mata nwo sudah bergerak melalui polisi dan juga kasus sambo dan kasus pembunuhan lainya https://t.co/hmWBF6XT3f
2286,2022-10-03 04:23:28+00:00,2,"@kakoesei @wahyu57678530 @Ricowg_ Seharusnya polisi Jauh-jauh hari sebelum turnament di helat juga sudah menyiapkan plan a, plan b, plan c jika terjadi chaos, apa saja tindakan yg tepat tanpa memakan korban.
Padahal niatnya pengen memperbaiki nama baik instansi setelah kasus sambo, malah di tambah kaya gini"
2287,2022-10-03 04:23:04+00:00,0,"@OposisiCerdas Apakah kita masih menghormati ,menghargai Polisi
Tentu tidak ,tidak dan tidak
Semua sudah berperilaku SAMBO"
2288,2022-10-03 04:21:11+00:00,0,"@TheYufar @sitirafiah762 @kurniawan_wely @fachrudin19 @seacretis @awemany Sampai kalian paham bobroknya pemerintah dan polisi di indo, dr kejadian 1/2 Th, Sambo, BBM ,Bjorka, RUU yg menyatakan PKI pemerintah hrs Minta Maaf, Kanjuruhan, harusnya kalian sadar pemerintah hanya menganggap Rakyat budak pekerja, Kanjuruhan sengaja di setting mengubur sejarah"
2289,2022-10-03 04:20:10+00:00,0,#Polisi_Sambo_Pembunuh
2290,2022-10-03 04:18:56+00:00,0,"Pasca Sambo Kini Aremania
Polisi Benar Benar Sedang Dalam Ujian Besar,.

#Wassalam"
2291,2022-10-03 04:15:05+00:00,0,"Jangan ada pejabat dari mantan anggota polisi 
Polisi semua bejat dan polisi bagian dari sambo
Kalo panggil polisi dengan nama sambo"
2292,2022-10-03 04:12:58+00:00,0,"Ini polisi rating tambah turun pasti, kemarin udah kasus Sambo, skrg pembunuhan masal Kanjuruhan"
2293,2022-10-03 04:08:30+00:00,0,"@detikcom Kasus Sambo blm selesai, namabh iki maning.
Ruwet jaman saiki polisi wes Fix Dicap Jelek dimata masyarakat."
2294,2022-10-03 04:05:02+00:00,0,"Tersinggung Disebut Sambo, Mantan Kades di Muarojambi Ini Lapor Polisi https://t.co/6dtOik0ySL"
2295,2022-10-03 04:04:22+00:00,0,"@democrazymedia terus anarkistis harus dibunuh gitu?
bagaimana kalo polisi yg anarkistis?
sambo lebih anarkistis gak dr suporter??"
2296,2022-10-03 04:03:29+00:00,0,"Listyo Sigit pola pikirnya mulai rusak juga kayaknya. Apa kelelahan karena kasus Sambo Candrawathi ya? Terus anak buahnya banyak yang ga beres dan sekarang polisi tambah buruk citranya. Rakyat tambah ga percaya terhadap polisi.

#PercumaLaporPolisi #1hari1oknum #1hari1polres https://t.co/gBPT5xjpL9"
2297,2022-10-03 04:02:30+00:00,0,"@txtdrpemerintah Terus yg anaknya jadi korban. Siapa yg di tawari polisi? 
Rawat aja anak sambo itu. Jadikan polisi."
2298,2022-10-03 04:00:35+00:00,0,"Tersinggung Disebut Sambo, Mantan Kades di Muarojambi Ini Lapor Polisi https://t.co/n47iegycLu"
2299,2022-10-03 03:59:36+00:00,0,"Semua polisi adalah sambo
Mereka di nyanyikan 
Tugasmu mengayomi tugasmu mengayomi pak polisi pak polisi jangan ikut kompetisi"
2300,2022-10-03 03:55:27+00:00,0,"@AREAJULID Bilang aja gak mau disalahn kan pihaknya
kan bilang begitu biar balikin nama citra polisi.kasus sambo belom kelar udah ada lg ini.emang pecitraan drama bgt🚩"
2301,2022-10-03 03:53:28+00:00,0,@Subur0204 Tanggung jawab tuc polisi anak buah Sambo pembunuh semua. Yg seharus nye mengayomi masyarakat malah jadi petaka buat suporter 😢
2302,2022-10-03 03:43:30+00:00,0,"@corbuzier Polisi lagi pusing Mas, blom kelar Sambo, dah ada lagi kejadian tragis di Malang, makin pusing kan, eh malah di-prank sama duo itu, waaah gak tau lah gimana pusingnya mereka, makin nyut2an. Smangat Pak Pol 😍"
2303,2022-10-03 03:41:42+00:00,0,"@GeowanaPurmana @yyymleh @JukiHoki Titik poin awal emang kasus km50, keknya banyak yg doain biar busuk2nya polisi makin keliatan ampe yg paling pecah ya sambo"
2304,2022-10-03 03:39:16+00:00,1,"@kr1t1kp3d45_pro @DrEvaChaniago Nanganin sambo yang bunuh satu orang aja gak becus sampai berbulan-bulan
Apalagi nanganin polisi yang membunuh ratusan orang..... 
Begoonya polisi indonesia"
2305,2022-10-03 03:36:52+00:00,0,@datagoid Polisi BANGSAT SAMBO semua https://t.co/R3305rktxZ
2306,2022-10-03 03:36:42+00:00,0,"@kompascom Drama polisi di negri Indonesia semakin menjadi, pertama kasus Sambo yg tega membunuh anggotanya sesama polisi, sekarang polisi yg katanya hanya mau membubarkan kerusuhan dengan menggunakan gas air mata, tapi nyatanya banyak meninggal, emang Indonesia adalah negri yg banyak drama"
2307,2022-10-03 03:36:01+00:00,0,@ilhamsaputrazz @_haye_ ini akun buzeeRp atau polisi sambo??
2308,2022-10-03 03:35:05+00:00,0,"@tvOneNews Polisi sejak kasus sambo justru makin menjadi jadi, padahal rakyat tdk percaya."
2309,2022-10-03 03:34:57+00:00,0,"polisi di periode 2022 adalah polisi paling bobrok
- kasus sambo
- represif aparat saat demo BBM
- penggunaan gas air mata di stadion

we asked for safety but you gave us police"
2310,2022-10-03 03:33:33+00:00,0,@HukumDan Mantan polisi kerja ya seperti polisi (kasus sambo terulang dengan penuh rekayasa)
2311,2022-10-03 03:31:28+00:00,0,"@Android_AK_47 @msaid_didu Bagi PSSI mungkin ini karma Krn mendholimi JIS yg katanya tdk sesuai standar FIFA, Bagi Kapolda Jatim mungkin ini karma Krn konon katanya terkait Sambo dlm kasus pembunuhan sesama polisi Brigadir Joshua..."
2312,2022-10-03 03:23:24+00:00,0,"Menurut kapolda jatim sudah sesuai prosedur, menurut FIFA melanggar.
Jadi polisi @DivHumas_Polri @ListyoSigitP ingin mengatakan seharusnya FIFA @FIFAcom mengikuti standar prosedur polisi Indonesia. 😅

Mental polisi Indonesia adalah mental sambo (pembunuh Rakyat). https://t.co/y1eZSs9Sh9"
2313,2022-10-03 03:19:51+00:00,0,"@justseashelll setelah sebelumnya sering trending percumah lapor polisi, kemudian kasus sambo lalu tragedi kanjuruhan.
ah, sudah  saatnya kamu kembali bekerja, biar gak jadi polisi"
2314,2022-10-03 03:18:47+00:00,0,"@yo2thok @jokowi @mohmahfudmd @ListyoSigitP @AremafcOfficial @persebayaupdate Kok kayaknya kecil kemungkinan ya, polisi sampai cipkon begitu.
Wong kondisi kepolisian lagi babak belur kasus sambo, gak akan berani senekat itu, gak ada keuntungan buat polisi."
2315,2022-10-03 03:17:38+00:00,1,"""Halo dek"" 

@ListyoSigitP @DivHumas_Polri gimana kabar SAMBO pak? kenapa blm di eksekusi mati atau penjara se-umur hidup? SUSAH KALO PUNYA POLISI YG MABOK KEKUASAAN 🤬 https://t.co/BIt8HMF3JE"
2316,2022-10-03 03:14:59+00:00,0,"@idextratime POLISI Memang Pelaku Kriminal Yang Sebenarnya... Kesalahan Dari Polisi Tapi Seakan Mereka Membela Dirinya Sendiri Dan Gak Mau Di Salahkan... Itulah Polisi Kita... Contohnya Sambo, Sampai Sekarang Masih Belum Selesai dan Gak Jelas..."
2317,2022-10-03 03:14:12+00:00,0,"WADUH! Tak Terima Disebut Sambo, Mantan Kades Ini Lapor Polisi https://t.co/kr14qgbkND"
2318,2022-10-03 03:14:07+00:00,0,@windysatria @fullmoonfolks Polisi BANGSAT KeparaT semua spt SAMBO..
2319,2022-10-03 03:13:24+00:00,0,@fullmoonfolks Emank ga salah lg liat aja kelakuan Sambo polisi bunuh polisi  itu bnr
2320,2022-10-03 03:10:55+00:00,0,"Ingatlah, polisi sdh pernah ngeprank Se indonesia dlm kasus Sambo menyambo, kasus #Kanjuruhan versi pol 125 org
Harus ada data akurat dan pembanding dari institusi lain atau tim independen 
Korban #Kanjuruhan mungkin bisa melebihi 200 org, ledakan ini dari korban yg luka2 https://t.co/9vdICEll7V https://t.co/KzvuMZYKFt"
2321,2022-10-03 03:09:37+00:00,0,"@detikcom polisi pusing. belum kelar kasus sambo, eeh sekarang ditambah kasus lesti billar. 😔"
2322,2022-10-03 03:05:20+00:00,0,@The_RedsIndo Seperti kasus sambo ( polisi)  diurus oleh polisi juga ya saudara saudara
2323,2022-10-03 03:04:30+00:00,0,"@TirtoID Belum selesai kasus Sambo, benih2 beringas polisi di tunjukan (lagi) ke masyarakat"
2324,2022-10-03 03:04:25+00:00,0,"@detikcom Kasus Sambo belum selesai ini malah nambah masalah lagi polisi...
Memang ga bisa dibela Polisi ini...
Wahai Netizen kalau punya anak suruh rajin2 belajar..
 pintar pangkal pandai, Bodoh jadi polisi."
2325,2022-10-03 03:03:08+00:00,0,"Sepertinya semua polisi muridnya sambo, sangat jago membunuh.
Sampai aturan dalam dunia olahraga pun tak dipedulikan. Yg penting bunuh bunuh bunuh.

Bagaimana sigit @ListyoSigitP apakah anak buah anda tak pernah diajarkan untuk taat peraturan?
Atau semua polisi muridnya sambo? https://t.co/U1PMrxl5bX"
2326,2022-10-03 03:02:12+00:00,2096,"Irma Hutabarat :“Apa yg terjadi di KM50, apa yang terjadi kepada Joshua itu bisa terjadi kepada anak² kita”

Sepakat sama buk Irma, lama² polisi ini lebih antusias jadi pembunuh daripada jadi pengayom !
KM50, Brigadir J, Kanjuruhan itu pembunuhnya ya polisi

#AparatMiskinMoral https://t.co/DjoafEyU8G"
2327,2022-10-03 03:00:01+00:00,1,"Tidak Terima Disebut Sambo, Mantan Kades Lapor Polisi https://t.co/lfeIvj7kwZ"
2328,2022-10-03 02:53:36+00:00,0,"WADUH! Tak Terima Disebut Sambo, Mantan Kades Ini Lapor Polisi https://t.co/gDM2D1iwn8"
2329,2022-10-03 02:52:59+00:00,0,"@_CallmeAlli425 @kasisiur1 @ernestprakasa Tujuannya apa yang diluar pengen masuk? Supporter bukan Sambo yang ada rantai komandonya. Mau merekayasa kejadian. Wong orang malah pengen keluar, didalem full gas. Polisi sengaja nembak gas ke tribun. Kalau gak ada penembakan gas ke tribun palingan rusuh biasa aja. https://t.co/LqL4ZJWCtA"
2330,2022-10-03 02:52:52+00:00,0,Ingaaat...ketua PSSI Jendral Polisi looo..... apa beda dgn Sambo ??? https://t.co/4sWDUz93Z5
2331,2022-10-03 02:52:00+00:00,74,"@txtdrpemerintah Pak Sigit ini sgt merepresentasikan intelektual pulici yg sangat rendah sekali -ya kira2 IQ under 100 mepet 90-. Udah gagal urus kasus Sambo, ini malah nyari solusi nawarin masuk polisi buat anak2 korban 🤣👍
Tolong ini keluarga pak sigit yg maen twt, ga rencana colek orgnya?"
2332,2022-10-03 02:49:20+00:00,0,d'Sambo : Polisi Ini Membunuhmu 🎶 https://t.co/xAIlwFt58g
2333,2022-10-03 02:49:10+00:00,0,@KompasTV PR Polisi ga selesai²... SAMBO belum kelar. Muncul lagi Gas Air mata #POLISI #Indonesian #KanjuruhanBerdukaCita #Kanjuruhan
2334,2022-10-03 02:48:14+00:00,0,"@Jazz_turboK24 @AbanggSayur @VIVAcoid @Puspen_TNI TENTARA ada Dudung
POLISI ada Sambo
DPR ada Puan
PSSI ada Bule
Menteri ada LBPe
Gubernur ada Enembe
Bupati ada Mukti

PUAS..! 
Tapi aku kok pingin nangis 
😥😢😭
@mohmahfudmd @DPR_RI @geloraco @KompasTV @tvOneNews"
2335,2022-10-03 02:48:08+00:00,1,"@Afizl1 @AlifPahrudin @Karso_sp @fullmoonfolks bapaklu polisi ye? apa sodara lu polisi? itu yg meninggal dunia banyak yg gak anarkis, mereka terjebak desak2an lari dari asap gas air mata yg ditembakan ke tribun, gw jg punya byk sodara polisi, tp gw tetep fair, biar kepolisian kita semakin presisi, ga ngaco kayak sambo."
2336,2022-10-03 02:46:26+00:00,1,"Benahi polisi sebersih bersihnya maka bencana di kepolisian insyaallah akan berakhir. KM50, Sambo, tragedi kanjuruhan malang 1 okt 2022 https://t.co/FnnAifjwCb"
2337,2022-10-03 02:46:00+00:00,0,"@corbuzier Suami istri ga punya otak,sama jg ketawain Lesti kejora yg lg heboh kdrt spai2 Sambo redup, otaknya cm konten-konten,ktr polisi dijadikan tempat mainan, gila kali ya"
2338,2022-10-03 02:45:03+00:00,14,"@niko_junius Adek gue sempet di tawarin sama kakak masuk akpol adek gue jawb dih males bngt masuk akpol yang ada aku di benci masyarakat 😂,padahl saya yakin masih banyk bapak polisi yang baik tapi ya sudahlah gara' sambo sekarang pada takut masuk akpol 😂"
2339,2022-10-03 02:43:16+00:00,1,"@Listy9021 Gara2 insiden di malang, dikit2 bosku teriak2 ana ana ana ana lihat!!! 😑😑 Malah aku yg di interogasi, itu kenapa polis Indonesia nyemprottttt gas air mata? Pu hau pu hau 😑
Aku jawab aja : POLISI SAMBO

Kesall"
2340,2022-10-03 02:42:25+00:00,47,"@giginpraginanto TENTARA ada Dudung
POLISI ada Sambo
DPR ada Puan
PSSI ada Bule
Menteri ada LBPe

PUAS..! Puas..!
Astagfirullah.  Maafkan kami ya Tuhan 🤲🤲"
2341,2022-10-03 02:41:48+00:00,0,@AdhieMassardi Polisi di rezim sekarang semua kaya sambo demen ngebunuh orang
2342,2022-10-03 02:41:29+00:00,0,"- Sudah ada yang menyalahkan Polisi
- Sudah ada yang menyalahkan Panitia
- Sudah ada yang menyalahkan Suporter
Kok belum ada yang menyalahkan minuman keras dan narkoba ?
Sebab ini bisa memojokkan Sambo."
2343,2022-10-03 02:38:18+00:00,0,@tatakujiyati Ramaikan #boikotaparat polisi gaguna anak sambo
2344,2022-10-03 02:38:03+00:00,0,@Aditya_Ads15 @FaktaSepakbola POLISI SKRG MAKIN BEJAT STLH KASUS FERDI SAMBO DITAMBAH INI JANCUUUK KYK POLISI YG MEMBUNUH GEORGE FLOYD DI AMERIKA. BUBARKAN OKNUM2 KEPOLISIAN TSB GK USAH MELAYANI MASYARAKAT DASAR SAMPAH ASUUU
2345,2022-10-03 02:37:50+00:00,0,@Mahiya2116 Ramaikan #boikotaparat polisi gaguna anak sambo
2346,2022-10-03 02:37:45+00:00,0,@somehatkoraww Ramaikan #boikotaparat polisi gaguna anak sambo
2347,2022-10-03 02:37:29+00:00,0,@yosnggarang Ramaikan #boikotaparat polisi gaguna anak sambo
2348,2022-10-03 02:37:23+00:00,0,@The_RedsIndo Ramaikan #boikotaparat polisi gaguna anak sambo
2349,2022-10-03 02:37:17+00:00,0,@BukanJubir1 Ramaikan #boikotaparat polisi gaguna anak sambo
2350,2022-10-03 02:37:00+00:00,2,@yo2thok @jokowi @mohmahfudmd @ListyoSigitP @AremafcOfficial @persebayaupdate Ramaikan #boikotaparat polisi gaguna anak sambo
2351,2022-10-03 02:36:51+00:00,0,@TheEagle_BEN @ListyoSigitP Ramaikan #boikotaparat polisi gaguna anak sambo
2352,2022-10-03 02:36:20+00:00,0,@bachrum_achmadi Ramaikan #boikotaparat polisi gaguna anak sambo
2353,2022-10-03 02:36:13+00:00,0,@chupliss_ Ramaikan #boikotaparat polisi gaguna anak sambo
2354,2022-10-03 02:36:05+00:00,0,@erasmus70 Ramaikan #boikotaparat polisi gaguna anak sambo
2355,2022-10-03 02:35:56+00:00,0,@BSA_1933 Ramaikan #boikotaparat polisi gaguna anak sambo
2356,2022-10-03 02:35:55+00:00,0,"@arrchivee_ @BhaitulR Iya aneh banget para polisinya, padahal dulu di Sidoarjo juga pernah ada khan kayak gini cumannya polisi ""pinter"". Makanya banyak yg berspekulasi kalau kejadian ini buat tarik ulur kasus Sambo"
2357,2022-10-03 02:35:50+00:00,1,@hermantoregar Ramaikan #boikotaparat polisi gaguna anak sambo
2358,2022-10-03 02:35:43+00:00,0,@yoopoqur Ramaikan #boikotaparat polisi gaguna anak sambo
2359,2022-10-03 02:35:36+00:00,0,@HabibMu50362599 Ramaikan #boikotaparat polisi gaguna anak sambo
2360,2022-10-03 02:35:23+00:00,1,@opposite090l92 Ramaikan #boikotaparat polisi gaguna anak sambo
2361,2022-10-03 02:35:14+00:00,1,@msaid_didu Ramaikan #boikotaparat polisi gaguna anak sambo
2362,2022-10-03 02:35:00+00:00,1,@msaid_didu Ramaikan #boikotaparat polisi gaguna nak sambo
2363,2022-10-03 02:34:53+00:00,0,"gapaham kenapa polisi @DivHumas_Polri bisa sejahat ini, polisi Indonesia udah ga bener, kasus sambo blm kelar sekarang udah muncul lagi arogansi dari polisi. https://t.co/K41yvPMdX1"
2364,2022-10-03 02:33:35+00:00,1,@masbas90 @Sangpisanggg1 @MARSUDI__ @memorysongs2022 Mudah mudahan bukan cara polisi mengalihkan kasus Sambo
2365,2022-10-03 02:31:48+00:00,0,"Polisi Sibuk Urus Sambo, Nikita Mirzani Suruh Najwa Shihab Minta Tolong Anies https://t.co/srsJwuz6f3 #NajwaShihab #NikitaMirzani"
2366,2022-10-03 02:30:06+00:00,7,"Akan mirip KM 50. Karena melibatkan polisi, kasus Kanjuruhan akan melipir lenyap dan kesalahan ada di suporter.

189 nyawa dinyatakan meninggal, mestinya ada yg bertanggung jawab.

Hentikan cara model Sambo menyelesaikan masalah. Cari kambing hitam."
2367,2022-10-03 02:26:58+00:00,0,"@jokowi Ga berani reformasi menyeluruh kepolisian yah pak? Kasus Sambo, video viral pungli, video viral kekerasan aparat polisi,laporan tidak ditindak lanjuti, bikin sim ribet, sim mati harus bikin baru, sekarang menyebabkan 125 orang meninggal dunia. Hadehhhh"
2368,2022-10-03 02:26:42+00:00,0,"@SquadError @Puthutea Sip gw setuju ama lu, ayo kita desak posisi polisi hingga semakin terjepit apalagi stlh kasus ferdi sambo!"
2369,2022-10-03 02:21:54+00:00,0,"@sukiperr Masak polisi nya Sambo ya, untuk mengalihkan isu"
2370,2022-10-03 02:19:22+00:00,1,"@msaid_didu @mohmahfudmd @Profmahfud , waktu sambo Mamoto bikin blunder, apakah ketua Kompolnas juga akan bikin blunder? sebagai jurbir Polisi? salam sehat Prof."
2371,2022-10-03 02:17:56+00:00,0,@alisyarief Komnas HAM nya lagi sibuk ngurusin sambo si pembunuh.. Mana peduli kan bukan pelindung HAM rakyat lagi dia jadi pelindung polisi
2372,2022-10-03 02:17:52+00:00,63,"@detikcom ""Kapolri menawarkan anak korban masuk polisi.""

@ListyoSigitP apa bedanya dengan keluarga korban yang ratusan lainnya kalau cuma 1 yang ditawari jadi SAMBO?"
2373,2022-10-03 02:16:39+00:00,0,Polisi jama sekaran udah pada gampangan banget gampang ngegoda anak Akper gampang nembak gas air mata gampang bunuh orang tapi susah bgt ngurusin SAMBO SI PEMBUNUH BERANTAI
2374,2022-10-03 02:16:39+00:00,2,"Kan,,,,,pudar sudah kasus Sambo,tertutup oleh insiden kanjuruan.alihkan kasus besar,dgn kasus yg lebih besar.semoga insiden demi insiden akal menjadi bumerang bagi sutradara dan produresnya.POLISI JUGA KAN."
2375,2022-10-03 02:15:04+00:00,0,"Polisi tahun ini beritanya bener-bener... serem. Polisi makin serem. Baru kemarin soal sambo, sekarang kanjuruhan."
2376,2022-10-03 02:13:57+00:00,0,"ngurusin rakyat kek gini gimana ngurusin SAMBO,...
masih percaya sama oknum polisi SEMABES? https://t.co/es5XkKsCnI"
2377,2022-10-03 02:12:46+00:00,0,@KompasTV KAU yg Harus Bertanggung Jawab ANJING...Dasar Polisi Bangsat Kau Iwan Bule satu BARISAN dgn Tito Sambo Fadil &amp; bbrp Kapolda
2378,2022-10-03 02:09:25+00:00,1,"Salah satu faktor Narasi ""JANGAN TAKUT SAMA POLISI, URUS SAMBO""..
Efek'y luar biasa..
Masyarakat yg terhasut akan ""melawan"" aparat tentu dg Pasal² seperti apa yg Anda katakan.

BUKA MATA DG BATHIN..AGAR ANDA BS MELIHAT ""DUNIA""

BUKAN BUKA ""MATA NAJWA"" TAPI ""BUTA"".. https://t.co/MWOOYdVg8z"
2379,2022-10-03 02:05:21+00:00,0,"Mulai dari kasus ferdi sambo, ditambah karena salah perlakuan polisi saat tragedi kanjuruhan, citra polisi mungkin sedang dalam posisi terburuk saat ini.."
2380,2022-10-03 01:55:07+00:00,0,"Tidak Terima Disebut Sambo, Mantan Kades di Muarojambi Lapor Polisi https://t.co/JiMDyKVlmI #Terbaru #berita #disebut #kades"
2381,2022-10-03 01:49:48+00:00,3,"@egoism666 @bangduha @Massriyanto1 @AkewJackie @DeReporterjail Betul. Kenapa polisi gak langsung diminta tanggung jawab yaa?? Heran.....

Sambo FC...."
2382,2022-10-03 01:46:26+00:00,1,"Saya klo jd Polisi jg pusing bgt dgn runtutan kejadian skrg ini.
•Kasus F. Sambo
•Tragedi Kanjuruhan
•DiPrank Baim Wong

Semangat dan sehat selalu ya Pak Polisi 🙏🙏"
2383,2022-10-03 01:40:44+00:00,0,"@CNNIndonesia Polisi &amp; birokrat berlindung  disini mrk pikir aman, kalo gak mrk salahkan suporter sepihak.. Sebar buzzerp &amp; perintah media.. Beres. Sambo style"
2384,2022-10-03 01:36:02+00:00,0,@rmol_id pemerintah nya polisi? polisi periksa polisi? dak kan ada kejujuran.mereka dah lama di didik sambo
2385,2022-10-03 01:28:56+00:00,0,Semua Alasan Membenarkan Bringgasnya pOlisi = SAMBO 😢
2386,2022-10-03 01:26:58+00:00,0,"asik kalimat terakhir
percaya pengurus PSSI adalah ketidaknormalan yang hakiki. 
apalagi ketuanya jendral polisi ampun dah
tersambo sambo
#polisipembunuh #PrayForKanjuruhan https://t.co/3vJ3Xxl3fJ"
2387,2022-10-03 01:25:21+00:00,0,"Buat polisi, kasus kanjuruhan gue gak yakin bakal ada titik terang. Wong sambo bunuh 1 org aja ribet bgt ga kelar². Ini ratusan orang meninggal. Gak yakin gue asli"
2388,2022-10-03 01:23:16+00:00,0,"@Eduardlazarus ketua pssi kuwi mbiyen polisi,kapoldane koncone sambo ( 303 ) ngalir neng rekening . . . . .yakin kuwi pengalihan isu . . ."
2389,2022-10-03 01:20:56+00:00,0,"@_MbakSri_ Kalau nazwa lapor, jawab aja, pak polisi sibuk urus sambo"
2390,2022-10-03 01:18:15+00:00,1,"Menurut gw pribadi,
Polisi, makin kesini makin kesana ya
Banyak kali yg jadi sambo season 2🤒"
