,Date Created,Number of Likes,Tweets
1914,2022-10-09 12:01:57+00:00,0,"@detikcom Semangat polri dalam mengungkap kasus tragedi di kanjuruhan malang dan saya sebagai masyarakat bangga mempunyai polisi yang disamping mengungkap kasus dengan cepat juga peduli terhadap keluarga korban 
Semoga kedepanya tidak ada lagi korban karna sepak bola https://t.co/0pxhjTwReO"
1915,2022-10-09 11:56:42+00:00,0,"@re_fun_s_d @ProfDaril @NataliaECT_Oh3e @Lite_incBold @detikcom Emak di perkosa itu kasus pendemo. Kerusuhan 98 tuh banyak yg diperkosa.
Ade Armando tuh di keroyok smpe geger otak
Ada lg FPI ngeroyok orang sampe mati
Udah banyak buktinya GOBLOK.
Kanjuruhan itu polisi ngmg katanya suporter dh ngeroyok pemain.
Trus nagdepin begituan pk apa? Es?"
1916,2022-10-09 11:46:16+00:00,1,TPIGF Periksa 10 Unit Mobdin Polisi dan 3 Unit Mobil Pribadi yang Terdampak Tragedi Kanjuruhan https://t.co/9035FF0Joy
1917,2022-10-09 11:42:44+00:00,0,"LPSK mengklarifikasi video tragedi Kanjuruhan yang disebut dihapus polisi

https://t.co/tFio8THo6y https://t.co/vgyqI36SIe"
1918,2022-10-09 11:42:06+00:00,0,"LPSK mengklarifikasi video tragedi Kanjuruhan yang disebut dihapus polisi

https://t.co/A3mSvswA14 https://t.co/j4dRsmiOKX"
1919,2022-10-09 11:33:12+00:00,1,"@MariaAlcaff @PasukanJihad1 Kasus Kanjuruhan,.. Setali tiga uang Presiden Dan POLISI.. Karena yang bertanggung jawab langsung KEPOLISIAN adalah PRESIDEN.
PENGUASA tidak boleh salah, dan disalahkan."
1920,2022-10-09 11:31:22+00:00,0,Polisi Sebut Korban Tragedi Kanjuruhan yang Dirawat di RS Tersisa 30 Orang https://t.co/WKYkG3r0SE
1921,2022-10-09 11:11:42+00:00,2,"Full Tragedi Stadion Kanjuruhan Malang 1 Oktober 2022, pasca pertandingan Arema FC vs Persebaya Surabaya

Aremania Bonek The jak Viking PSSI PT LIB Polisi  PSSI

https://t.co/2LnXmywPUj

Gempa bintang emon kenceng  sukabumi vila"
1922,2022-10-09 11:05:30+00:00,0,"Tragedi Kanjuruhan, Setelah Periksa Tiga Saksi, Polisi Bakal Periksa 6 Saksi Lain
https://t.co/S9gy2Hr4kE​tragedi-kanjuruhan-setelah-periksa-tiga-saksi-polisi-bakal-periksa-6-saksi-lain

Follow di google berita : https://t.co/NfEcdo4Eje
#beritaviral #berita #news #bangsaonline https://t.co/bZFcFLdCFY"
1923,2022-10-09 11:00:01+00:00,1,"Temukan Miras, Polisi Kini Menyelidiki Pelaku Anarki di Luar Stadion Kanjuruhan https://t.co/bUMxTaFEoo https://t.co/yJWOOYwNM8"
1924,2022-10-09 10:58:14+00:00,0,Misteri Suara Penjual Dawet di Tragedi Kanjuruhan Kini Diusut Polisi https://t.co/EAVICJCN74 https://t.co/uWGxjtjxfd
1925,2022-10-09 10:58:07+00:00,3,Polisi Periksa 13 Mobil yang Rusak hingga Dibakar dalam Tragedi Kanjuruhan https://t.co/9w5z4zYx7Q
1926,2022-10-09 10:34:57+00:00,0,Lebih dari 100 orang dibunuh polisi di Kanjuruhan #UsutTuntas https://t.co/BAqURcAFV3
1927,2022-10-09 10:28:02+00:00,0,Polisi mengatakan ada 3000 orang yang masuk ke lapangan saat kerusuhan di Stadion Kanjuruhan Malang. https://t.co/tL7fDarBKv
1928,2022-10-09 10:27:02+00:00,0,Polisi mengatakan kerusuhan di Stadion Kanjuruhan berawal dari kalahnya Arema melawan Persebaya. https://t.co/9Eu2jlo6Tg
1929,2022-10-09 10:18:09+00:00,0,Polisi menembakkan gas air mata saat kerusuhan di Stadion Kanjuruhan. Padahal FIFA sudah melarang penggunaan gas air mata. https://t.co/4FnR9L9nX7
1930,2022-10-09 10:12:23+00:00,0,"Tulungagung - 

Dirut PT Liga Indonesia Baru (LIB) Akhmad Hadian Lukita dijadwalkan akan diperiksa polisi pada Selasa pekan depan, dengan status tersangka Tragedi Kanjuruhan. #MostUpdate1058"
1931,2022-10-09 10:11:37+00:00,0,"Polri memastikan menindak tegas seluruh pelaku anarkis yang menyebabkan kerusuhan di luar Stadion Kanjuruhan, Malang, Jawa Timur.

Selengkapnya baca di https://t.co/uE4WwrKD7q

⁦@DivHumas_Polri⁩ 
⁦@Polripresisi⁩
⁦@polisi_peduli⁩

#bidhumaspoldaaceh https://t.co/iKZsTHIHqZ"
1932,2022-10-09 10:10:50+00:00,0,"@keepithink_crab @ferizandra @ImamNugrohoHD @ListyoSigitP @washingtonpost @ismailfahmi POLISI lakukan penghilangan barang bukti CCTV :

Kasus pembantaian KM50 6 orang tewas 
Kasus pembunuhan Brigadir J 
Tragedi Stadion Kanjuruhan 180 lebih korban tewas"
1933,2022-10-09 09:58:02+00:00,0,Suasana mencekam menyeruak di Stadion Kanjuruhan usai polisi menembakkan gas air mata. Tragedi yang menewaskan banyak orang ini menjadi sejarah kelam sepakbola. https://t.co/s9TKi9KX9D
1934,2022-10-09 09:56:47+00:00,0,"Polisi Periksa 32 Rekaman CCTV terkait Tragedi Kanjuruhan, Apa Hasilnya? https://t.co/k5vMxWxPnq"
1935,2022-10-09 09:49:02+00:00,0,Tim investigasi Polri memeriksa 18 anggota polisi yang bertugas sebagai operator senjata pelontar di Stadion Kanjuruhan. https://t.co/mGPcPPZXXy
1936,2022-10-09 09:48:45+00:00,10,"@detikcom Nitizen mengimbau para polisi pelaku penembakan gas air mata ke arah tribun stadion kanjuruhan Malang, menyerahkan diri..."
1937,2022-10-09 09:46:02+00:00,0,Mahfud Md meminta agar pejabat polisi di daerah Jawa Timur dievaluasi buntut kerusuhan di Kanjuruhan. https://t.co/QyeXYSrvCo
1938,2022-10-09 09:45:21+00:00,0,"Tragedi Kanjuruhan, LPSK Klarifikasi Video yang Dihapus Polisi https://t.co/M0XvRlwyTa"
1939,2022-10-09 09:43:30+00:00,1,"@detikcom Saya menghimbau kepada para polisi yang menembakan gas air mata di Stadion Kanjuruhan, Malang, Jatim segera menyerahkan diri"
1940,2022-10-09 09:18:29+00:00,25,"Beda Temuan Miras Polisi dan PSSI di Stadion Kanjuruhan Malang, 46 Botol dan 42 Botol
https://t.co/mEiBNzDn62"
1941,2022-10-09 09:17:59+00:00,10,"Dirut PT LIB Akhmad Hadian Lukita dijadwalkan diperiksa polisi, Selasa (12/9/2022). Lukita diperiksa dengan status tersangka Tragedi Kanjuruhan. https://t.co/2rFfcUXRUU"
1942,2022-10-09 09:16:03+00:00,0,Pelatih Arema Javier Roca mengkritik polisi atas tragedi Kanjuruhan. Dia menilai polisi telah melampauii batas. https://t.co/VitAPXgc7e
1943,2022-10-09 09:10:58+00:00,0,Pemerintah sibuk memoles citra menjelang perhelatan G-20. Presiden pilih melobi FIFA agar tidak kena sanksi internasional. Polisi terus mencari kambing hitam untk mngalihkan prhatian dari kesalahannya yang fatal. Business as usual. Korban Tragedi Kanjuruhan akan segera dilupakan.
1944,2022-10-09 09:08:09+00:00,0,Polisi yang membuat cuitan tak pantas terkait Tragedi Kanjuruhan disanksi patsus selama 21 hari di Polres Bantul dan bakal menjalani sidang kode etik. https://t.co/QMFZX8KpC2
1945,2022-10-09 09:08:02+00:00,0,"Pusat Polisi Militer Angkatan Darat menyelidiki oknum TNI yang diduga terlibat Tragedi Kanjuruhan, Malang, Jawa Timur. Sejumlah oknum TNI AD diperiksa. https://t.co/Vn9lp10Aty"
1946,2022-10-09 09:05:34+00:00,7,"Kisah Pilu Korban Tragedi Kanjuruhan, Terpaksa Menangguhkan Impian Jadi Polisi https://t.co/tFQbFwe23X https://t.co/VLC9w0TmM1"
1947,2022-10-09 09:01:15+00:00,3907,Pemerintah sibuk persiapkan perhelatan G-20. Presiden pilih melobi FIFA agar tidak kena sanksi internasional. Polisi terus mencari kambing hitam utk mengalihkan perhatian dari kesalahannya yg fatal. Business as usual. Korban Tragedi Kanjuruhan akan segera dilupakan. Sad but true.
1948,2022-10-09 09:00:45+00:00,1,"Awas berita Hoax.... Bijak bermedia yaaa
#aremania
#kanjuruhan 
#indonesia🇮🇩 
#Polisi https://t.co/TAjM2mrKhM"
1949,2022-10-09 08:59:51+00:00,2,"Awas berita Hoax.... Bijak bermedia yaaa
#aremania
#kanjuruhan 
#indonesia🇮🇩 
#Polisi https://t.co/DnJNTLdHUO"
1950,2022-10-09 08:59:24+00:00,0,"Polres Probolinggo Berikan Santunan Tahap II dari Kapolri dan Kapolda Jatim Kepada Tiga Keluarga Korban Insiden Kanjuruhan 

#PelayananPublik
#KIPP2022
#PolriPresisi
#JatimBangkit
#ListyoSigitPrabowo 

@listyosigitprabowo
@divisihumaspolri
@humaspoldajatim
@polisi_indonesia https://t.co/TbTvNOzour"
1951,2022-10-09 08:59:12+00:00,0,"Polres Probolinggo Berikan Santunan Tahap II dari Kapolri dan Kapolda Jatim Kepada Tiga Keluarga Korban Insiden Kanjuruhan 

#PelayananPublik
#KIPP2022
#PolriPresisi
#JatimBangkit
#ListyoSigitPrabowo 

@listyosigitprabowo
@divisihumaspolri
@humaspoldajatim
@polisi_indonesia https://t.co/K6xV4PCbEo"
1952,2022-10-09 08:53:13+00:00,0,Viral momen saat suporter di Stadion Kanjuruhan minta jangan ditembaki polisi. Tapi aparat disebut justru melancarkan pukulan. https://t.co/1vxHW1y5zR
1953,2022-10-09 08:49:42+00:00,0,"Beda Temuan Miras Polisi dan PSSI di Stadion Kanjuruhan Malang, 46 Botol dan 42 Botol
https://t.co/82U9peV0qV"
1954,2022-10-09 08:42:44+00:00,0,"[BERITA] Ikhlas Terima Takdir,Keluarga Korban di Pasuruan Dukung Polisi Tuntaskan Tragedi Kanjuruhan - https://t.co/VNevMi4xdj"
1955,2022-10-09 08:32:03+00:00,0,Aksi Anarkis di Luar Stadion Kanjuruhan Terus Diselidiki Polisi dan Pelaku Bakal Ditindak Tegas https://t.co/ydosdQljJT
1956,2022-10-09 08:31:37+00:00,0,"@ZollaLnyaDua @death_by_luck @nataliamwijanto Kmrn gue liat yutuber bang siapa itu namany, nyorotin benda merah di mobil polisi yg ngrekam situasi kanjuruhan, trs td baca twitt ada yg share ini. https://t.co/JprZUETq8w"
1957,2022-10-09 08:27:29+00:00,0,"#Tragedi Kanjuruhan tangguhkan harapan Muzaki daftar jadi polisi - ANTARA Jawa Timur 
https://t.co/QSspDQdZzw
#Cuaca #CuacaBMKG #BMKG"
1958,2022-10-09 08:18:50+00:00,1,"Polres Probolinggo Berikan Santunan Tahap II dari Kapolri dan Kapolda Jatim Kepada Tiga Keluarga Korban Insiden Kanjuruhan 
#PelayananPublik
#KIPP2022
#PolriPresisi
#JatimBangkit
#ListyoSigitPrabowo 

@listyosigitprabowo
@divisihumaspolri
@humaspoldajatim
@polisi_indonesia https://t.co/ATjoIcQPhQ"
1959,2022-10-09 08:14:07+00:00,0,"Presiden Dituding Sengaja Lindungi Polisi di Tragedi Kanjuruhan, Mahfud MD Sigap Pasang Badan https://t.co/hn60gQhqX6"
1960,2022-10-09 08:11:33+00:00,5,"Secercah Kisah Korban Tragedi Kanjuruhan, Dari Gagal Daftar Polisi hingga Firasat Ibunda Soal Kanjuruhan https://t.co/1pOlu78fvy"
1961,2022-10-09 08:09:02+00:00,0,"Polisi mengatakan 6 pintu di Stadion Kanjuruhan tidak tertutup, namun sempit. https://t.co/UmGbFu7oqc"
1962,2022-10-09 08:02:00+00:00,0,"@detikcom Sekedar saran sih,.. Polisi yang kemarin bertugas di kanjuruhan mutasi permanen diperbatasan  Papua - Papua Nugini untuk mengatasi KKB..  Klo ndak mau = harus mengundurkan diri.. (klo yang terbukti bersalah ya diproses hukum)"
1963,2022-10-09 07:56:04+00:00,2,Polisi Dalami 'Misteri' Rekaman Penjual Dawet di Kanjuruhan yang Menyalahkan Arema https://t.co/vfnRRRvexk #beritajogja #jogja #jogjaistimewa https://t.co/sAOGEVLwd2
1964,2022-10-09 07:55:26+00:00,0,"kasus lesti menurut w pengalihan isu anjir dri kasus kanjuruhan keliatan banget polisi serius banget nangani kasus lesti, sedangkan kasus kanjuruhan sampe sekarangpun ga jelas"
1965,2022-10-09 07:40:13+00:00,2,Ada Kabar Video Tragedi Kanjuruhan Milik Seorang Suporter Arema FC Dihapus oleh Polisi https://t.co/jfnKWeuXDX
1966,2022-10-09 07:39:01+00:00,0,Suporter Bayern Munich menunjukkan solidaritas untuk Aremania soal Tragedi Kanjuruhan. Mereka melontarkan pesan menohok untuk polisi bersalah di peristiwa itu. https://t.co/p5F2RFr66z
1967,2022-10-09 07:38:28+00:00,0,Belasan Polisi Jalani Pemeriksaan Etik Buntut Tragedi Kanjuruhan https://t.co/NKDMtPFkfW
1968,2022-10-09 07:19:42+00:00,0,Begini Fakta Soal Viral Aremania Diciduk Polisi Usai Mengunggah Video Insiden Kanjuruhan https://t.co/fCFlDdS74K
1969,2022-10-09 07:18:33+00:00,1,"Menurut Kapolda Jatim, Irjen Pol Nico Afinta, terdapat sekitar 19 anggota polisi yang masih menjalani pemeriksaan terkait dugaan pelanggaran etik dalam tragedi Kanjuruhan. #publisherstory #JatimNow https://t.co/aN95rnhDaa"
1970,2022-10-09 07:17:13+00:00,1,"Evaluasi Tragedi Kanjuruhan, Polisi Kemungkinan Tak Ditempatkan Lagi di Dalam Lapangan #LengkapCepatBeritanya #BeritaTerkini #Berita #News #BeritaNasional . https://t.co/e4rcGYzSQE"
1971,2022-10-09 07:09:54+00:00,0,"@detikcom Kekonyolan apalagi ini?
Kok seolah polisi adlh pahlawan atas insiden Kanjuruhan?
Kalian lah pembunuhnya!!!
ACAB is real"
1972,2022-10-09 07:08:39+00:00,0,Polisi Diminta Buka CCTV Pintu yang Tertutup di Stadion Kanjuruhan https://t.co/3h2epVU9bj
1973,2022-10-09 07:03:54+00:00,0,"Ngaku Selamatkan Polisi ke Tokonya, Penjual Dawet di Kanjuruhan Makhluk Gaib? https://t.co/T7HQkWofxL"
1974,2022-10-09 07:02:24+00:00,0,"Dari kasus penembakan fpi
Ksus sambo
Dan kasus kanjuruhan

Kenapa polisi g gelem disalahke https://t.co/hyOWNSESCP"
1975,2022-10-09 07:00:00+00:00,0,"@bbbbaaayy @baguspradikta_ @NL202004 @detikcom iyalah, kan yg bilang dibunuh kan para supporter, saya sih cuma meneruskan aja wkwk

banyak tuh narasi yg bilang kalo polisi pembunuh, jd apa yg terjadi di kanjuruhan berarti pembunuhan kan? itu artinya korban dibunuh oleh polisi. benar begitu kawan?"
1976,2022-10-09 06:48:28+00:00,0,"2 sosok polisi yg beri perintah tembak gas air mata di stadion Kanjuruhan.

https://t.co/l04jZWWIs4

Tragedi stadion Kanjuruhan Malang gas air mata Arema PSSI"
1977,2022-10-09 06:45:16+00:00,0,LPSK Dampingi Remaja Pengunggah Video Tragedi Kanjuruhan Usai Dijemput Polisi https://t.co/e94w5fpYlc
1978,2022-10-09 06:37:36+00:00,0,"Terkait Penemuan Botol Miras di Stadion Kanjuruhan, Polisi Lakukan Penyelidikan https://t.co/jadq8GnRdS https://t.co/j2mSAclUsP"
1979,2022-10-09 06:34:38+00:00,0,"Viral Rekaman Suara Penjual Dawet di Kanjuruhan, Polisi Cek CCTV Pintu 3 https://t.co/dyXbflFzc0 #PenjualEsDawet"
1980,2022-10-09 06:34:02+00:00,0,Suporter Bayern Munich menuding polisi sebagai penyebab kerusuhan di Stadion Kanjuruhan. Insiden yang disebut mengakibatkan ratusan orang meninggal dunia. https://t.co/djeJFyysee
1981,2022-10-09 06:33:39+00:00,1,Kapolda Jatim Kunjungi Keluarga Polisi di Tulungagung Korban Tragedi Kanjuruhan https://t.co/fxUD5Ii0gM
1982,2022-10-09 06:22:03+00:00,2,@MCAOps Kirim aja tentara yg nendangin penonton di kanjuruhan itu...atw polisi yg beringas saat  peristiwa kanjuruhan
1983,2022-10-09 06:19:16+00:00,6,"@Persija_Jkt Siang min .klu org ini benar fans kalian  .tolonglah kau tertibkan fan model gini   tak ada empati kali dia pada ratusan korban kebrutalan Polisi di Kanjuruhan

👇

https://t.co/b9thaj4Wuc"
1984,2022-10-09 06:18:02+00:00,0,Sebanyak 4 Aremania dijemput polisi usai Tragedi Kanjuruhan. KontraS menerima laporan penjemputan 4 suporter ini. https://t.co/wtfoaHoDSd
1985,2022-10-09 06:13:18+00:00,0,"KontraS menyebut, ada empat Aremania yang dijemput polisi untuk diperiksa buntut Tragedi Kanjuruhan. Seorang di antaranya dijemput di tempat kerjanya. https://t.co/4ls7QYTCnb"
1986,2022-10-09 06:13:02+00:00,0,KontraS menerima laporan 4 Aremania dijemput polisi usai Tragedi Kanjuruhan. HP milik salah satu suporter disita karena mengupload video Tragedi Kanjuruhan. https://t.co/BqlX6NdI8M
1987,2022-10-09 06:11:21+00:00,0,"Kalau beberaoa orang beranggapan supporter adalah biang keladi atas tewasnya supporter di #kanjuruhan ,bolehkan beberapa orang lain termasuk saya beranggapan bahwa polisi adalah pembunuh di stadion kanjuruhan?"
1988,2022-10-09 06:08:34+00:00,0,"Atas Kebrutalan itu, pantas diberikan sanksi tegas berupa pemecatan. Jika polisi di Papua Barat yang jilat kue HUT TNI saja bisa dipecat. Mestinya di kanjuruhan, polisi dan tentara disanksi pecat juga. https://t.co/X0qsKo1q6d"
1989,2022-10-09 06:03:32+00:00,0,"Cek CCTV, Polisi Beberkan Fakta Terbaru Kasus Tragedi Kanjuruhan https://t.co/wtdjL1S87X"
1990,2022-10-09 06:03:02+00:00,0,"KontraS mendapat laporan bahwa ada Aremania yang diciduk polisi usai memasang spanduk 'Usut Tuntas Tragedi Kanjuruhan'.Aremania itu ditangkap di Pakis, Malang. https://t.co/TRHNlofmi6"
1991,2022-10-09 06:00:00+00:00,0,"Apa yang membuat Yohanes Prasetyo salah satu suporter Aremania menghadang polisi sampai ke lapangan di Stadion Kanjuruhan, Sabtu (1/10) lalu? Bagaimana kronologi awalnya hingga polisi bisa menembakan gas air mata ke penonton? 

Tonton selengkapnya di https://t.co/iif0G0kYX5 https://t.co/7JIOFAvyp7"
1992,2022-10-09 05:50:04+00:00,1,"Temuan Baru Polisi Terkait Tragedi Kanjuruhan, 46 Botol Miras Oplosan Ditemukan di Sekitar Stadion https://t.co/X7Ajfy2MLu"
1993,2022-10-09 05:48:13+00:00,0,"- Berikut ini temuan terbaru polisi terkait tragedi di Stadion Kanjuruhan, Malang, Jawa Timur, Sabt  #berita #nasional  https://t.co/cGDXXUuvqe"
1994,2022-10-09 05:42:11+00:00,0,[BERITA] Ratusan Suporter Persita dan Polisi Doa Bersama Korban Stadion Kanjuruhan - https://t.co/8ZvxMdNYeB
1995,2022-10-09 05:39:48+00:00,0,Polisi Akan Tindak Suporter Biang Kerusuhan di Dalam dan Luar Stadion Kanjuruhan Malang https://t.co/6a3lnZqtJ6
1996,2022-10-09 05:38:40+00:00,0,"Temuan Terbaru Polisi Soal Tragedi Kanjuruhan

https://t.co/zm2vKCZF0b"
1997,2022-10-09 05:36:51+00:00,0,"Salahkan Stadion, Jokowi Memang Sengaja Lindungi Polisi di Tragedi Kanjuruhan? Mahfud MD Sigap Pasang Badan https://t.co/HET9rLMp0D"
1998,2022-10-09 05:36:46+00:00,0,"Salahkan Stadion, Jokowi Memang Sengaja Lindungi Polisi di Tragedi Kanjuruhan? Mahfud MD Sigap Pasang Badan https://t.co/jCTWHu3tGz"
1999,2022-10-09 05:34:51+00:00,1,"@ariekuple @bolang_java @Arie_Kriting Lah tsunami mah bencana, kalau di kanjuruhan karena human eror. Jelas karena tindakan polisi yang sangat berlebihan. 
Bedain ini aja gak nyampe."
2000,2022-10-09 05:28:56+00:00,1,"@detikcom Gw bilangin ya somplak, kalau polisi gak ngebantai keluarganya di kanjuruhan dia gak mungkin ngelakuain itu... jadi mending lu nyadar dirilah somplakkk......"
2001,2022-10-09 05:28:48+00:00,0,Polisi Telah Kantongi Pelaku Pengerusakan Dan Pembakaran Saat Kejadian Kanjuruhan https://t.co/ThZEOQ6dEk
2002,2022-10-09 05:23:19+00:00,1,"Ada Kabar Video Tragedi Kanjuruhan Milik Seorang Suporter Arema FC Dihapus oleh Polisi, LPSK Bilang Berlebihan. ""LPSK menilai penghapusan video itu berlebihan,"" kata Wakil Ketua LPSK Edwin Partogi Pasaribu. https://t.co/mrF7uMGLyH"
2003,2022-10-09 05:17:28+00:00,1,"Kadiv Humas Polri Irjen Dedi Prasetyo mengimbau para polisi penembakan Gas Air Mata dan pemukulan suporter  di Stadion Kanjuruhan, Malang, Jatim segera menyerahkan diri. 🙏 https://t.co/EriinGXCVB"
2004,2022-10-09 05:11:35+00:00,0,Polisi Selidiki Penyebaran Rekaman Penjual Dawet di Kanjuruhan https://t.co/pwNrGkiQxu #Nasional #TopReport #BESTARI
2005,2022-10-09 05:10:09+00:00,0,"Fakta Baru Tragedi Kanjuruhan, Polisi Ungkap Hasil Analisa CCTV https://t.co/xVicE7JQDf @ListyoSigitP @mohmahfudmd @DivHumas_Polri 
#Polrikawalkanjuruhan 
 #TragediKanjuruhan"
2006,2022-10-09 05:09:56+00:00,0,Begini Fakta Soal Viral Aremania Diciduk Polisi Usai Mengunggah Video Insiden Kanjuruhan https://t.co/G1xtpP9Nya
2007,2022-10-09 05:08:38+00:00,0,"Usut Kronologi Tragedi Kanjuruhan, Polisi Periksa CCTV, TGIPF akan Lakukan Autopsi Jasad Korban https://t.co/O7a2ppJvKM https://t.co/qSB73Hp6SU"
2008,2022-10-09 05:00:13+00:00,0,"Jika polisi tidak bisa menegakan hukum dengan adil dan bijaksana soal tragedi kanjuruhan, sy khawatir institusinya tdk lagi dipercaya oleh masyarakat. Ayo berbenah polisi indonesia, tegakan hukum seadil-adilnya.
#UsutTuntas"
2009,2022-10-09 04:56:03+00:00,0,"Polisi Analisis 34 CCTV di Stadion Kanjuruhan, Hasilnya Pelaku Teridentifikasi Nasibnya Begini Nanti https://t.co/AGkFkWu34j"
2010,2022-10-09 04:46:17+00:00,0,Polisi Telah Kantongi Pelaku Pengerusakan Dan Pembakaran Saat Kejadian Kanjuruhan https://t.co/Y8xMszRFMO
2011,2022-10-09 04:39:57+00:00,0,"Polisi Selidiki Suara Perempuan yang Mengaku Jual Dawet Usai Tragedi Kanjuruhan https://t.co/rQNki9iw7X
#KanjuruhanDisaster"
2012,2022-10-09 04:25:56+00:00,0,"Polisi meminta siapapun yang terlibat dalam kerusuhan dan perusakan di luar Stadion Kanjuruhan, Malang, agar menyerahkan diri. https://t.co/XEfrX9pvVR"
2013,2022-10-09 04:22:09+00:00,0,"#KontroversiJumlahTembakanGasAirMata #TragediStadionKanjuruhan #AremaPersebaya 

Masih ada kontroversi jumlah tembakan gas air mata yang dilepaskan oleh polisi di stadion Kanjuruhan dalam Tragedi Kanjuruhan, Sabtu, 1 Oktober 2022

https://t.co/I33EgBWKxr"
2014,2022-10-09 04:14:02+00:00,0,Polisi menetapkan Dirut PT LIB Akhmad Hadian Lukita sebagai salah satu tersangka kasus Tragedi Kanjuruhan karena lalai soal verifikasi stadion. https://t.co/mpOiPDcvQl
2015,2022-10-09 04:13:34+00:00,0,"Usut Kronologi Tragedi Kanjuruhan, Polisi Periksa CCTV, TGIPF akan Lakukan Autopsi Jasad Korban https://t.co/lCFIV2oEBp"
2016,2022-10-09 04:08:07+00:00,0,"Dari total 31 personel polisi yang diperiksa, ada 20 orang yang telah memiliki bukti cukup dinyatakan melakukan pelanggaran etik dalam tragedi Kanjuruhan. https://t.co/vHQP64c27z"
2017,2022-10-09 04:03:04+00:00,0,Polisi Minta Pelaku Pengerusakan dan Pembakaran di Luar Gedung Stadion Kanjuruhan Menyerahkan Diri https://t.co/MQTaIDssM6
2018,2022-10-09 04:03:04+00:00,0,Kadiv Humas Polri Irjen Dedi Prasetyo mengimbau para polisi yang terlibat dalam kerusuhan di Stadiun Kanjuruhan segera menyerahkan diri https://t.co/jau8CbBOKU
2019,2022-10-09 04:02:39+00:00,0,"@IsmailBhakti @deditelaumbanu4 Banyak kerusuhan di Indonesia, knpa cuma ini yg lu benci..!! Bagaimana kerusuhan yg menelan korban jiwa ratusan nyawa sperti di Kanjuruhan, apakah lu benci polisi jg atau benci suporter Arema,,!!!!

Lu ""ngaku"" Islam,,!? Penista agama Islam kok mau di jadikan pemimpin..??

😅😂🤣"
2020,2022-10-09 04:02:02+00:00,0,Polisi Himbau Pelaku Pengerusakan &amp; Pembakaran Stadion Kanjuruhan untuk Menyerahkan Diri https://t.co/af1zdrogcI
2021,2022-10-09 04:01:58+00:00,0,Polisi Himbau Pelaku Pengerusakan &amp; Pembakaran Stadion Kanjuruhan untuk Menyerahkan Diri https://t.co/yvtBYFqbUV
2022,2022-10-09 04:01:54+00:00,0,Polisi Himbau Pelaku Pengerusakan &amp; Pembakaran Stadion Kanjuruhan untuk Menyerahkan Diri https://t.co/fduL43ofio
2023,2022-10-09 04:01:51+00:00,0,Polisi Himbau Pelaku Pengerusakan &amp; Pembakaran Stadion Kanjuruhan untuk Menyerahkan Diri https://t.co/JLoGiITm1D
2024,2022-10-09 04:01:47+00:00,0,Polisi Himbau Pelaku Pengerusakan &amp; Pembakaran Stadion Kanjuruhan untuk Menyerahkan Diri https://t.co/OW5DtjMhln
2025,2022-10-09 03:51:48+00:00,36,@Persija_Jkt Sebelom kanjuruhan di usut tuntas ga ada happy2nya min sorry
2026,2022-10-09 03:48:32+00:00,0,Polisi Selidiki Tersebarnya Rekaman 'Misteri' Penjual Dawet di Kanjuruhan https://t.co/j6XbsgSi39
2027,2022-10-09 03:44:25+00:00,2,"Intel sendiri 🤭

Misteri Suara Penjual Dawet di Tragedi Kanjuruhan Kini Diusut Polisi.
https://t.co/Fi3Hr9qjL4"
2028,2022-10-09 03:44:11+00:00,5705,"Sebanyak 131 penonton laga Arema FC melawan Persebaya Surabaya di Stadion Kanjuruhan Malang, Jawa Timur, tewas akibat kebrutalan polisi dan tentara. 

Simak edisi #MajalahTempo terbaru, klik https://t.co/L79q0WHQvj https://t.co/JQACs8onKN"
2029,2022-10-09 03:43:21+00:00,1,"Viral Suara Penjual Dawet Ceritakan Kronologi Tragedi Kanjuruhan, Polisi: Sedang Diinvestigasi https://t.co/cSQRrLClw6"
2030,2022-10-09 03:38:54+00:00,0,@OposisiCerdas Pelaku pembunuhan massal di kanjuruhan kpn diusut pak polisi..??
2031,2022-10-09 03:37:52+00:00,0,Polisi Temukan 46 Botol Berukuran 550 ml Diduga Miras di Area Stadion Kanjuruhan https://t.co/LHmivf9pzK
2032,2022-10-09 03:34:04+00:00,2,Cerita Korban Tragedi Kanjuruhan: Berangkat Naik Motor dari Blitar hingga Cita-cita Jadi Polisi https://t.co/cd9dt5waxR #TempoNasional
2033,2022-10-09 03:32:21+00:00,0,Cerita Korban Tragedi Kanjuruhan: Berangkat Naik Motor dari Blitar hingga Cita-cita Jadi Polisi https://t.co/epyqrnNJqh
2034,2022-10-09 03:30:44+00:00,0,"Polisi Menjadi Musuh Aremania dalam Tragedi Kanjuruhan, Ki Surau: Mubahalah HRS sedang Berjalan! https://t.co/wlx7Ac9Nh1"
2035,2022-10-09 03:23:45+00:00,1,"@NuryaniAmy @alisyarief Saat alami tindak kejahatan si ali ini lapor ke PBB langsung.
Polisi Indonesia itu jumlahnya byk dan tdk semua ikut di stadion kanjuruhan."
2036,2022-10-09 03:23:28+00:00,2,Tragedi Kanjuruhan Tangguhkan Keinginan Muzaki Daftar Polisi https://t.co/piuynjcknH
2037,2022-10-09 03:23:02+00:00,0,"Enam hari setelah tragedi, polisi akhirnya menetapkan 6 tersangka yang bertanggung jawab atas tragedi Kanjuruhan. https://t.co/XMPnnkT9U6"
